id,locationid,applicant,Facilitytype,facilitytype,cnn,full_address,address,permit,Status,status,latitude,longitude,schedule,approved,Received,expiration
305,1163793,"SOHOMEI, LLC",Truck,1,2488201,CESAR CHAVEZ ST: SOUTH VAN NESS AVE to CAPP ST \ MISSION ST (3300 - 3398) -- NORTH --,3300 CESAR CHAVEZ ST,18MFF-0028,REQUESTED,1,37.7485497942591,-122.416170662008,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,,2018-05-21,07/15/2019 12:00:00 AM
306,1147773,Think is Good Inc.,Truck,1,10454000,PINE ST: FRONT ST to BATTERY ST (100 - 199),100 PINE ST,18MFF-0020,APPROVED,2,37.7926407167337,-122.398970332111,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0020&ExportPDF=1&Filename=18MFF-0020_schedule.pdf,04/25/2018 12:00:00 AM,2018-04-19,07/15/2019 12:00:00 AM
307,1161222,Senor Sisig,Truck,1,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),300 PINE ST,18MFF-0025,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0025&ExportPDF=1&Filename=18MFF-0025_schedule.pdf,06/04/2018 12:00:00 AM,2018-05-14,07/15/2019 12:00:00 AM
308,848184,Reecees Soulicious,Truck,1,2799106,BAY SHORE BLVD: END to OAKDALE AVE (185 - 299) -- EAST --,201 BAY SHORE BLVD,16MFF-0139,REQUESTED,1,37.7453089086563,-122.403420059999,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0139&ExportPDF=1&Filename=16MFF-0139_schedule.pdf,,2016-09-08,03/15/2017 12:00:00 AM
309,848185,Reecees Soulicious,Truck,1,211101,03RD ST: NEWCOMB AVE to OAKDALE AVE (4701 - 4799) -- EAST --,4705 03RD ST,16MFF-0139,REQUESTED,1,37.7350042289514,-122.3901724697,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0139&ExportPDF=1&Filename=16MFF-0139_schedule.pdf,,2016-09-08,03/15/2017 12:00:00 AM
310,1183693,Paradise Catering,Truck,1,7051000,HOWARD ST: 08TH ST to 09TH ST (1200 - 1299),1252 HOWARD ST,18MFF-0052,APPROVED,2,37.7757254849348,-122.412656122589,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
311,953198,"Santana ESG, Inc.",Truck,1,11834000,SHOTWELL ST: 16TH ST to 17TH ST (200 - 299),200 SHOTWELL ST,17MFF-0169,EXPIRED,3,37.7647453507195,-122.41656213947,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0169&ExportPDF=1&Filename=17MFF-0169_schedule.pdf,03/21/2017 12:00:00 AM,2017-03-21,07/15/2018 12:00:00 AM
312,1184841,Liang Bai Ping,Truck,1,6792000,HAWES ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1153 SHAFTER AVE,18MFF-0058,APPROVED,2,37.7264851632165,-122.383232458707,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
313,1082044,Fresh Made Cafe,Push Cart,2,9097000,MISSION ST: 05TH ST to MINT ST (900 - 930),901 MISSION ST,18MFF-0002,REQUESTED,1,37.7821536409986,-122.406601106839,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0002&ExportPDF=1&Filename=18MFF-0002_schedule.pdf,,2018-01-30,
314,1184100,D & T Catering,Truck,1,6481000,GREEN ST: BAKER ST to LYON ST (2800 - 2899),2854 GREEN ST,18MFF-0057,APPROVED,2,37.795051430826,-122.446134422674,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0057&ExportPDF=1&Filename=18MFF-0057_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
315,1181831,Anas Goodies Catering,Truck,1,9061000,MINNESOTA ST: END to 26TH ST (1400 - 1499),1400 MINNESOTA ST,18MFF-0048,APPROVED,2,37.7520745862084,-122.390144900822,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
316,1181503,John's Catering #5,Truck,1,186201,03RD ST: 16TH ST to MARIPOSA ST (1800 - 1998) -- WEST --,1900 03RD ST,18MFF-0045,APPROVED,2,37.7651064631908,-122.38967948729,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-06,07/15/2019 12:00:00 AM
317,1181506,John's Catering #5,Truck,1,9506000,NATOMA ST: FREMONT ST to 01ST ST (1 - 19),400 HOWARD ST,18MFF-0045,APPROVED,2,37.7891192076677,-122.395881039335,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-06,07/15/2019 12:00:00 AM
318,1181888,Park's Catering,Truck,1,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2323 CESAR CHAVEZ ST,18MFF-0050,APPROVED,2,37.7488013777145,-122.400552458785,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0050&ExportPDF=1&Filename=18MFF-0050_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
319,1183691,Paradise Catering,Truck,1,5805000,FRANKLIN ST: FULTON ST to MCALLISTER ST (466 - 599),301 VAN NESS AVE,18MFF-0052,APPROVED,2,37.7790554424684,-122.420935196036,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
320,1185346,San Pancho's Tacos,Truck,1,3670000,CAPITOL AVE: DE MONTFORT AVE to OCEAN AVE (1200 - 1299),1271 CAPITOL AVE,18MFF-0060,APPROVED,2,37.7242977785276,-122.459377309548,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0060&ExportPDF=1&Filename=18MFF-0060_schedule.pdf,07/12/2018 12:00:00 AM,2018-07-12,07/15/2019 12:00:00 AM
321,1184823,Liang Bai Ping,Truck,1,13779000,YOSEMITE AVE: HAWES ST to INGALLS ST (1300 - 1399),1335 YOSEMITE AVE,18MFF-0058,APPROVED,2,37.7238788408325,-122.387010878785,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
322,1181728,Golden Catering,Truck,1,5372202,EXECUTIVE PARK BLVD: EMERALD COVE WAY to CANDLESTICK COVE WAY (101 - 137),101 EXECUTIVE PARK BLVD,18MFF-0046,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0046&ExportPDF=1&Filename=18MFF-0046_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
323,1153604,SPUNBYSS,Truck,1,136000,02ND ST: TEHAMA ST to CLEMENTINA ST (224 - 273),240 02ND ST,18MFF-0021,REQUESTED,1,37.7859403201734,-122.397799933858,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0021&ExportPDF=1&Filename=18MFF-0021_schedule.pdf,,2018-04-30,
324,1199774,Two G's Catering,Truck,1,1407000,25TH ST: MINNESOTA ST to I-280 N ON RAMP \ INDIANA ST (1100 - 1199),1150 25TH ST,18MFF-0090,APPROVED,2,37.7531390379784,-122.390246816981,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0090&ExportPDF=1&Filename=18MFF-0090_schedule.pdf,08/06/2018 12:00:00 AM,2018-08-06,07/15/2019 12:00:00 AM
325,1184845,Liang Bai Ping,Truck,1,10808000,QUESADA AVE: ARELIOUS WALKER DR to GRIFFITH ST (1000 - 1099),1031 QUESADA AVE,18MFF-0058,APPROVED,2,37.7257891398124,-122.378972719624,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
326,1163783,"SOHOMEI, LLC",Truck,1,10477000,PINE ST: POLK ST to VAN NESS AVE (1500 - 1599),1540 PINE ST,18MFF-0028,REQUESTED,1,37.7898269187633,-122.421126289056,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,,2018-05-21,07/15/2019 12:00:00 AM
327,1191891,Mike's Catering,Truck,1,15024000,CHINA BASIN ST: TERRY A FRANCOIS BLVD to 03RD ST (300 - 499),435 CHINA BASIN ST,18MFF-0084,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0084&ExportPDF=1&Filename=18MFF-0084_schedule.pdf,07/24/2018 12:00:00 AM,2018-07-24,07/15/2019 12:00:00 AM
328,1181844,Anas Goodies Catering,Truck,1,489000,10TH ST: SHERIDAN ST to HARRISON ST (350 - 399),380 10TH ST,18MFF-0048,APPROVED,2,37.7716538513679,-122.411809068524,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
329,1022810,Serendipity SF,Truck,1,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,17MFF-0181,ISSUED,4,37.793304275561,-122.401458998413,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0181&ExportPDF=1&Filename=17MFF-0181_schedule.pdf,08/09/2018 12:00:00 AM,2017-04-14,07/15/2019 12:00:00 AM
330,1183696,Paradise Catering,Truck,1,4929000,DORE ST: HOWARD ST to FOLSOM ST (1 - 99),45 DORE ST,18MFF-0052,APPROVED,2,37.7740709289616,-122.412903986908,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
331,1193823,Eva's Catering,Truck,1,7236000,INGALLS ST: CARROLL AVE to DONNER AVE (2600 - 2699),2600 INGALLS ST,18MFF-0085,APPROVED,2,37.7226292175983,-122.390061846327,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0085&ExportPDF=1&Filename=18MFF-0085_schedule.pdf,07/26/2018 12:00:00 AM,2018-07-26,07/15/2019 12:00:00 AM
332,1184831,Liang Bai Ping,Truck,1,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1351 UNDERWOOD AVE,18MFF-0058,APPROVED,2,37.7270146636245,-122.387497359022,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
333,1162115,Giant Burrito,Truck,1,6148201,GENEVA AVE: PRAGUE ST to LINDA VISTA STPS (1500 - 1598) -- SOUTH --,1500 GENEVA AVE,18MFF-0026,APPROVED,2,37.7123026047444,-122.431644190373,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0026&ExportPDF=1&Filename=18MFF-0026_schedule.pdf,05/15/2018 12:00:00 AM,2018-05-15,07/15/2019 12:00:00 AM
334,1184826,Liang Bai Ping,Truck,1,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1389 UNDERWOOD AVE,18MFF-0058,APPROVED,2,37.7271104333828,-122.388261288144,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
335,1199779,Two G's Catering,Truck,1,15024000,CHINA BASIN ST: TERRY A FRANCOIS BLVD to 03RD ST (300 - 499),435 CHINA BASIN ST,18MFF-0090,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0090&ExportPDF=1&Filename=18MFF-0090_schedule.pdf,08/06/2018 12:00:00 AM,2018-08-06,07/15/2019 12:00:00 AM
336,1181840,Anas Goodies Catering,Truck,1,1232000,23RD ST: END to ILLINOIS ST (100 - 699),601 23RD ST,18MFF-0048,APPROVED,2,37.7550307267667,-122.384530734223,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
337,1181870,Quan Catering,Truck,1,2867000,BEALE ST: HARRISON ST to BRYANT ST \ DELANCEY ST (400 - 499),400 BEALE ST,18MFF-0049,APPROVED,2,37.786904919457,-122.390920262962,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
338,1081501,Leo's Hot Dogs,Push Cart,2,9121000,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2301 MISSION ST,18MFF-0001,APPROVED,2,37.760086931987,-122.418806481101,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0001&ExportPDF=1&Filename=18MFF-0001_schedule.pdf,06/25/2018 12:00:00 AM,2018-01-29,07/15/2019 12:00:00 AM
339,1185382,Philz Coffee Truck,Truck,1,9306000,MONTGOMERY ST: COLUMBUS AVE \ WASHINGTON ST to JACKSON ST (700 - 799),735 MONTGOMERY ST,18MFF-0061,APPROVED,2,37.7962154965941,-122.403754558245,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0061&ExportPDF=1&Filename=18MFF-0061_schedule.pdf,07/12/2018 12:00:00 AM,2018-07-12,07/15/2019 12:00:00 AM
340,1163581,LA COCINA,,2,8750201,MARKET ST: 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST to MCALLISTER ST (1000 - 1098) -- NORTH --,1028 MARKET ST,18MFF-0027,REQUESTED,1,37.7818834680896,-122.411323335782,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0027&ExportPDF=1&Filename=18MFF-0027_schedule.pdf,,2018-05-16,
341,1037688,Munch A Bunch,Truck,1,10293000,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,17MFF-0197,EXPIRED,3,37.7638640323832,-122.458391749844,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,11/21/2017 12:00:00 AM,2017-11-16,07/15/2018 12:00:00 AM
342,1181739,BH & MT LLC,Truck,1,10770000,PRESIDIO AVE: POST ST to GEARY BLVD (900 - 999),949 PRESIDIO AVE,18MFF-0047,APPROVED,2,37.7839220701115,-122.446721633172,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0047&ExportPDF=1&Filename=18MFF-0047_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
343,1199780,Two G's Catering,Truck,1,15028000,MISSION ROCK ST: 03RD ST to 04TH ST (500 - 599),555 MISSION ROCK ST,18MFF-0090,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0090&ExportPDF=1&Filename=18MFF-0090_schedule.pdf,08/06/2018 12:00:00 AM,2018-08-06,07/15/2019 12:00:00 AM
344,1199051,Munch India,Truck,1,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,18MFF-0088,REQUESTED,1,37.793304275561,-122.401458998413,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0088&ExportPDF=1&Filename=18MFF-0088_schedule.pdf,,2018-08-02,07/15/2019 12:00:00 AM
345,963981,Singh Brothers Ice Cream,Truck,1,7428000,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),800 JAMESTOWN AVE,17MFF-0182,REQUESTED,1,37.7164430021474,-122.389937879321,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,,2017-04-18,03/15/2018 12:00:00 AM
346,988643,Cochinita,Truck,1,1329000,24TH ST: UTAH ST to POTRERO AVE (2600 - 2699),2601 24TH ST,17MFF-0186,APPROVED,2,37.7528223681215,-122.405531919216,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0186&ExportPDF=1&Filename=17MFF-0186_schedule.pdf,07/23/2018 12:00:00 AM,2017-06-19,07/15/2019 12:00:00 AM
347,1191889,Mike's Catering,Truck,1,9059000,MINNESOTA ST: 24TH ST to 25TH ST (1300 - 1399),1310 MINNESOTA ST,18MFF-0084,APPROVED,2,37.7536998999438,-122.390068346908,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0084&ExportPDF=1&Filename=18MFF-0084_schedule.pdf,07/24/2018 12:00:00 AM,2018-07-24,07/15/2019 12:00:00 AM
348,1036073,CARDONA'S FOOD TRUCK,Truck,1,9114000,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1800 MISSION ST,17MFF-0195,APPROVED,2,37.7678171814141,-122.420575335142,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0195&ExportPDF=1&Filename=17MFF-0195_schedule.pdf,07/16/2018 12:00:00 AM,2017-10-26,07/15/2019 12:00:00 AM
349,1037692,Munch A Bunch,Truck,1,5882000,FULTON ST: FRANKLIN ST to GOUGH ST (300 - 399),365 FULTON ST,17MFF-0197,EXPIRED,3,37.7784935971852,-122.422954747396,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,11/21/2017 12:00:00 AM,2017-11-16,07/15/2018 12:00:00 AM
350,963996,Singh Brothers Ice Cream,Truck,1,7895000,KIRKWOOD AVE: NEWHALL ST to PHELPS ST (1600 - 1699),1698 KIRKWOOD AVE,17MFF-0182,REQUESTED,1,37.7393571608675,-122.391522811759,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,,2017-04-18,03/15/2018 12:00:00 AM
351,1181500,John's Catering #5,Truck,1,10460000,PINE ST: MONTGOMERY ST to BELDEN ST (400 - 489),555 CALIFORNIA ST,18MFF-0045,APPROVED,2,37.7922616341775,-122.403485955391,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-06,07/15/2019 12:00:00 AM
352,1183680,Paradise Catering,Truck,1,6721000,HARRISON ST: MERLIN ST to OAK GROVE ST (924 - 950),938 HARRISON ST,18MFF-0052,APPROVED,2,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
353,1153282,Wu Wei LLC dba MoBowl,Truck,1,5875000,FRONT ST: VALLEJO ST to GREEN ST (900 - 999),900 FRONT ST,17MFF-0191,APPROVED,2,37.8002209155922,-122.399569018577,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0191&ExportPDF=1&Filename=17MFF-0191_schedule.pdf,05/04/2018 12:00:00 AM,2017-08-31,07/15/2019 12:00:00 AM
354,1157328,Senor Sisig,Truck,1,480000,10TH ST: FELL ST \ MARKET ST \ POLK ST to END (1 - 18),8 10TH ST,18MFF-0023,APPROVED,2,37.7758255197583,-122.417249626643,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0023&ExportPDF=1&Filename=18MFF-0023_schedule.pdf,05/14/2018 12:00:00 AM,2018-05-10,07/15/2019 12:00:00 AM
355,1213281,"BOWL'D ACAI, LLC.",Truck,1,9301000,MONTGOMERY ST: CALIFORNIA ST to SACRAMENTO ST (400 - 499),451 MONTGOMERY ST,18MFF-0102,APPROVED,2,37.7935769332618,-122.403229876701,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0102&ExportPDF=1&Filename=18MFF-0102_schedule.pdf,10/10/2018 12:00:00 AM,2018-09-04,07/15/2019 12:00:00 AM
356,1184056,DO UC US Mobile Catering,Truck,1,19986000,04TH ST: MISSION BAY BLVD to NELSON RISING LN (1400 - 1499),1420 04TH ST,18MFF-0054,APPROVED,2,37.7698977488961,-122.391098279635,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0054&ExportPDF=1&Filename=18MFF-0054_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
357,1181871,Quan Catering,Truck,1,3524000,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),50 CALIFORNIA ST,18MFF-0049,APPROVED,2,37.7940531837329,-122.397347693326,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
358,1037693,Munch A Bunch,Truck,1,24215000,BRYANT ST: ALAMEDA ST intersection,1525 BRYANT ST,17MFF-0197,EXPIRED,3,37.7677340926708,-122.410152601942,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,11/21/2017 12:00:00 AM,2017-11-16,07/15/2018 12:00:00 AM
359,1184097,D & T Catering,Truck,1,12876000,UNION ST: DIVISADERO ST to BRODERICK ST (2600 - 2699),2616 UNION ST,18MFF-0057,APPROVED,2,37.7964799968164,-122.442530024725,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0057&ExportPDF=1&Filename=18MFF-0057_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
360,1191887,Mike's Catering,Truck,1,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2323 CESAR CHAVEZ ST,18MFF-0084,APPROVED,2,37.7488013777145,-122.400552458785,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0084&ExportPDF=1&Filename=18MFF-0084_schedule.pdf,07/24/2018 12:00:00 AM,2018-07-24,07/15/2019 12:00:00 AM
361,1183755,Mini Mobile Food Catering,Truck,1,2955000,BERRY ST: 05TH ST to 06TH ST (300 - 399),355 BERRY ST,18MFF-0053,APPROVED,2,37.7723639147673,-122.397040970363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
362,953001,Wonder Philly,Push Cart,2,270002,04TH ST: BERRY ST to CHANNEL ST (900 - 999),960 04TH ST,17MFF-0166,ISSUED,4,37.7743376663696,-122.394053286313,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0166&ExportPDF=1&Filename=17MFF-0166_schedule.pdf,04/09/2018 12:00:00 AM,2017-03-20,07/15/2019 12:00:00 AM
363,1183681,Paradise Catering,Truck,1,4285000,COLUMBIA SQUARE ST: FOLSOM ST to HARRISON ST (1 - 99),57 COLUMBIA SQUARE ST,18MFF-0052,APPROVED,2,37.7773831451062,-122.405458166501,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,07/10/2018 12:00:00 AM,2018-07-10,07/15/2019 12:00:00 AM
364,1184098,D & T Catering,Truck,1,11710000,SCOTT ST: VALLEJO ST to GREEN ST (2700 - 2799),2750 SCOTT ST,18MFF-0057,APPROVED,2,37.7953158932065,-122.4399079176,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0057&ExportPDF=1&Filename=18MFF-0057_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
365,1181835,Anas Goodies Catering,Truck,1,5070000,EDDY ST: BUCHANAN ST to WEBSTER ST (1300 - 1399),1346 EDDY ST,18MFF-0048,APPROVED,2,37.7818671175741,-122.429885247603,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
